Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Freq 25% (Hz)	Begin Hour	File Offset (s)	Begin File	Begin Path	Begin Date	Begin Clock Time	calltype
179	Spectrogram 1	6	46925.694733610	46979.409830821	0.000	202.600	53.7151	3.906	0.000	13	125.6945	79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	2016/12/17	13:02:05.6947	c
180	Waveform 1	6	47094.287340995	47130.504338357	0.000	193.800	36.2170			13	294.2875	79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	2016/12/17	13:04:54.2873	song
180	Spectrogram 1	6	47094.287340995	47130.504338357	0.000	193.800	36.2170	0.000	0.000	13	294.2875	79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	2016/12/17	13:04:54.2873	song
181	Waveform 1	6	47122.162220987	47199.886338922	0.000	378.900	77.7241			13	322.1620	79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	2016/12/17	13:05:22.1622	song
181	Spectrogram 1	6	47122.162220987	47199.886338922	0.000	378.900	77.7241	11.719	3.906	13	322.1620	79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	2016/12/17	13:05:22.1622	song
182	Waveform 1	6	47479.775000000	47538.373287867	0.000	215.900	58.5983			13	679.7750	79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	2016/12/17	13:11:19.7750	c
182	Spectrogram 1	6	47479.775000000	47538.373287867	0.000	215.900	58.5983	3.906	0.000	13	679.7750	79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	2016/12/17	13:11:19.7750	c
183	Waveform 1	6	47549.157000565	47600.023569895	0.000	229.100	50.8666			13	749.1570	79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	2016/12/17	13:12:29.1570	c
183	Spectrogram 1	6	47549.157000565	47600.023569895	0.000	229.100	50.8666	7.812	3.906	13	749.1570	79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_130000.aif	2016/12/17	13:12:29.1570	c
184	Waveform 1	6	47778.666961379	47841.334574793	0.000	255.500	62.6676			13	78.6670	79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	2016/12/17	13:16:18.6670	su
184	Spectrogram 1	6	47778.666961379	47841.334574793	0.000	255.500	62.6676	7.812	3.906	13	78.6670	79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	2016/12/17	13:16:18.6670	su
185	Waveform 1	6	48142.994127543	48209.324133949	0.000	563.900	66.3300			13	442.9940	79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	2016/12/17	13:22:22.9941	su
185	Spectrogram 1	6	48142.994127543	48209.324133949	0.000	563.900	66.3300	3.906	0.000	13	442.9940	79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	2016/12/17	13:22:22.9941	su
186	Waveform 1	6	48294.576504145	48331.607366616	66.100	233.500	37.0309			13	594.5765	79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	2016/12/17	13:24:54.5765	song
186	Spectrogram 1	6	48294.576504145	48331.607366616	66.100	233.500	37.0309	128.906	101.562	13	594.5765	79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	2016/12/17	13:24:54.5765	song
187	Waveform 1	6	48325.706844574	48367.417431424	0.000	321.600	41.7106			13	625.7070	79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	2016/12/17	13:25:25.7068	song
187	Spectrogram 1	6	48325.706844574	48367.417431424	0.000	321.600	41.7106	7.812	7.812	13	625.7070	79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	2016/12/17	13:25:25.7068	song
188	Waveform 1	6	48412.586944989	48464.674311982	26.400	193.800	52.0874			13	712.5870	79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	2016/12/17	13:26:52.5869	c
188	Spectrogram 1	6	48412.586944989	48464.674311982	26.400	193.800	52.0874	27.344	46.875	13	712.5870	79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	2016/12/17	13:26:52.5869	c
189	Waveform 1	6	48476.190953278	48539.062032969	0.000	220.300	62.8711			13	776.1910	79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	2016/12/17	13:27:56.1910	c
189	Spectrogram 1	6	48476.190953278	48539.062032969	0.000	220.300	62.8711	0.000	0.000	13	776.1910	79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_131500.aif	2016/12/17	13:27:56.1910	c
190	Waveform 1	6	48729.099535983	48802.347395818	0.000	568.300	73.2479			13	129.0995	79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	2016/12/17	13:32:09.0995	su
190	Spectrogram 1	6	48729.099535983	48802.347395818	0.000	568.300	73.2479	0.000	0.000	13	129.0995	79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	2016/12/17	13:32:09.0995	su
191	Waveform 1	6	48808.654850414	48856.469425584	0.000	259.900	47.8146			13	208.6550	79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	2016/12/17	13:33:28.6549	su
191	Spectrogram 1	6	48808.654850414	48856.469425584	0.000	259.900	47.8146	0.000	0.000	13	208.6550	79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	2016/12/17	13:33:28.6549	su
192	Waveform 1	6	48631.842655426	48711.601436134	0.000	193.800	79.7588			13	31.8425	79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	2016/12/17	13:30:31.8427	c
192	Spectrogram 1	6	48631.842655426	48711.601436134	0.000	193.800	79.7588	0.000	0.000	13	31.8425	79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	2016/12/17	13:30:31.8427	c
193	Waveform 1	6	48882.309642803	48955.964435192	0.000	176.200	73.6548			13	282.3095	79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	2016/12/17	13:34:42.3096	c
193	Spectrogram 1	6	48882.309642803	48955.964435192	0.000	176.200	73.6548	58.594	0.000	13	282.3095	79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	2016/12/17	13:34:42.3096	c
194	Waveform 1	6	49034.828414280	49096.071763753	17.600	207.000	61.2433			13	434.8285	79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	2016/12/17	13:37:14.8284	c
194	Spectrogram 1	6	49034.828414280	49096.071763753	17.600	207.000	61.2433	167.969	70.312	13	434.8285	79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	2016/12/17	13:37:14.8284	c
195	Waveform 1	6	49383.976546157	49447.051092125	0.000	414.100	63.0745			13	783.9765	79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	2016/12/17	13:43:03.9765	su
195	Spectrogram 1	6	49383.976546157	49447.051092125	0.000	414.100	63.0745	0.000	0.000	13	783.9765	79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_133000.aif	2016/12/17	13:43:03.9765	su
196	Waveform 1	6	49729.177882253	49798.152950264	0.000	211.500	68.9751			13	229.1780	79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	2016/12/17	13:48:49.1779	su
196	Spectrogram 1	6	49729.177882253	49798.152950264	0.000	211.500	68.9751	0.000	0.000	13	229.1780	79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	2016/12/17	13:48:49.1779	su
197	Waveform 1	6	50024.936912962	50087.604526375	0.000	524.200	62.6676			13	524.9370	79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	2016/12/17	13:53:44.9369	su
197	Spectrogram 1	6	50024.936912962	50087.604526375	0.000	524.200	62.6676	136.719	0.000	13	524.9370	79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	2016/12/17	13:53:44.9369	su
198	Waveform 1	6	49925.034970799	49968.169821590	0.000	233.500	43.1349			13	425.0350	79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	2016/12/17	13:52:05.0350	c
198	Spectrogram 1	6	49925.034970799	49968.169821590	0.000	233.500	43.1349	0.000	0.000	13	425.0350	79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	2016/12/17	13:52:05.0350	c
199	Waveform 1	6	50375.672083461	50432.846107387	118.900	220.300	57.1740			13	875.6720	79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	2016/12/17	13:59:35.6721	c
199	Spectrogram 1	6	50375.672083461	50432.846107387	118.900	220.300	57.1740	175.781	140.625	13	875.6720	79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	2016/12/17	13:59:35.6721	c
200	Waveform 1	6	50127.646691411	50187.262310665	0.000	277.500	59.6156			13	627.6465	79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	2016/12/17	13:55:27.6467	c
200	Spectrogram 1	6	50127.646691411	50187.262310665	0.000	277.500	59.6156	0.000	0.000	13	627.6465	79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_134500.aif	2016/12/17	13:55:27.6467	c
201	Waveform 1	6	50784.395589676	50841.773079879	0.000	237.900	57.3775			14	384.3955	79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	2016/12/17	14:06:24.3956	c
201	Spectrogram 1	6	50784.395589676	50841.773079879	0.000	237.900	57.3775	0.000	0.000	14	384.3955	79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	2016/12/17	14:06:24.3956	c
202	Waveform 1	6	50614.933847399	50683.705449132	0.000	528.600	68.7716			14	214.9340	79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	2016/12/17	14:03:34.9338	su
202	Spectrogram 1	6	50614.933847399	50683.705449132	0.000	528.600	68.7716	19.531	0.000	14	214.9340	79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	2016/12/17	14:03:34.9338	su
203	Waveform 1	6	50924.706384514	51008.331024491	0.000	246.700	83.6246			14	524.7065	79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	2016/12/17	14:08:44.7064	c
203	Spectrogram 1	6	50924.706384514	51008.331024491	0.000	246.700	83.6246	11.719	0.000	14	524.7065	79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	2016/12/17	14:08:44.7064	c
204	Waveform 1	6	51037.019769593	51094.600726074	0.000	215.900	57.5810			14	637.0200	79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	2016/12/17	14:10:37.0198	c
204	Spectrogram 1	6	51037.019769593	51094.600726074	0.000	215.900	57.5810	0.000	0.000	14	637.0200	79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	2016/12/17	14:10:37.0198	c
205	Waveform 1	6	51237.637519028	51309.664581198	0.000	612.300	72.0271			14	837.6375	79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	2016/12/17	14:13:57.6375	su
205	Spectrogram 1	6	51237.637519028	51309.664581198	0.000	612.300	72.0271	0.000	0.000	14	837.6375	79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_140000.aif	2016/12/17	14:13:57.6375	su
206	Waveform 1	6	51571.132969290	51643.566964015	0.000	229.100	72.4340			14	271.1330	79296_Brunswick03_002K_M06_UTCm5_20161217_141500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_141500.aif	2016/12/17	14:19:31.1330	c
206	Spectrogram 1	6	51571.132969290	51643.566964015	0.000	229.100	72.4340	7.812	3.906	14	271.1330	79296_Brunswick03_002K_M06_UTCm5_20161217_141500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_141500.aif	2016/12/17	14:19:31.1330	c
207	Waveform 1	6	52178.914111153	52251.551572155	0.000	220.300	72.6375			14	878.9140	79296_Brunswick03_002K_M06_UTCm5_20161217_141500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_141500.aif	2016/12/17	14:29:38.9141	song
207	Spectrogram 1	6	52178.914111153	52251.551572155	0.000	220.300	72.6375	7.812	3.906	14	878.9140	79296_Brunswick03_002K_M06_UTCm5_20161217_141500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_141500.aif	2016/12/17	14:29:38.9141	song
208	Waveform 1	6	52353.407240580	52420.144179540	0.000	295.200	66.7369			14	153.4070	79296_Brunswick03_002K_M06_UTCm5_20161217_143000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_143000.aif	2016/12/17	14:32:33.4072	su
208	Spectrogram 1	6	52353.407240580	52420.144179540	0.000	295.200	66.7369	7.812	0.000	14	153.4070	79296_Brunswick03_002K_M06_UTCm5_20161217_143000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_143000.aif	2016/12/17	14:32:33.4072	su
209	Waveform 1	6	53477.193083459	53542.302292200	149.800	211.500	65.1092			14	377.1930	79296_Brunswick03_002K_M06_UTCm5_20161217_144500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_144500.aif	2016/12/17	14:51:17.1931	c
209	Spectrogram 1	6	53477.193083459	53542.302292200	149.800	211.500	65.1092	171.875	164.062	14	377.1930	79296_Brunswick03_002K_M06_UTCm5_20161217_144500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_144500.aif	2016/12/17	14:51:17.1931	c
210	Waveform 1	6	54613.390369254	54713.088845139	0.000	326.000	99.6985			15	613.3905	79296_Brunswick03_002K_M06_UTCm5_20161217_150000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_150000.aif	2016/12/17	15:10:13.3904	su
210	Spectrogram 1	6	54613.390369254	54713.088845139	0.000	326.000	99.6985	7.812	0.000	15	613.3905	79296_Brunswick03_002K_M06_UTCm5_20161217_150000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_150000.aif	2016/12/17	15:10:13.3904	su
211	Waveform 1	6	54696.404610399	54774.128728335	0.000	211.500	77.7241			15	696.4045	79296_Brunswick03_002K_M06_UTCm5_20161217_150000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_150000.aif	2016/12/17	15:11:36.4046	c
211	Spectrogram 1	6	54696.404610399	54774.128728335	0.000	211.500	77.7241	7.812	3.906	15	696.4045	79296_Brunswick03_002K_M06_UTCm5_20161217_150000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_150000.aif	2016/12/17	15:11:36.4046	c
212	Waveform 1	6	56167.222985870	56220.327684250	0.000	471.400	53.1047			15	367.2230	79296_Brunswick03_002K_M06_UTCm5_20161217_153000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_153000.aif	2016/12/17	15:36:07.2230	su
212	Spectrogram 1	6	56167.222985870	56220.327684250	0.000	471.400	53.1047	3.906	0.000	15	367.2230	79296_Brunswick03_002K_M06_UTCm5_20161217_153000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_153000.aif	2016/12/17	15:36:07.2230	su
213	Waveform 1	6	56015.640609269	56064.472515825	118.900	215.900	48.8319			15	215.6405	79296_Brunswick03_002K_M06_UTCm5_20161217_153000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_153000.aif	2016/12/17	15:33:35.6406	c
213	Spectrogram 1	6	56015.640609269	56064.472515825	118.900	215.900	48.8319	121.094	132.812	15	215.6405	79296_Brunswick03_002K_M06_UTCm5_20161217_153000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_153000.aif	2016/12/17	15:33:35.6406	c
214	Waveform 1	6	56279.658900716	56303.057522607	0.000	202.600	23.3986			15	479.6590	79296_Brunswick03_002K_M06_UTCm5_20161217_153000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_153000.aif	2016/12/17	15:37:59.6589	song
214	Spectrogram 1	6	56279.658900716	56303.057522607	0.000	202.600	23.3986	7.812	3.906	15	479.6590	79296_Brunswick03_002K_M06_UTCm5_20161217_153000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_153000.aif	2016/12/17	15:37:59.6589	song
215	Waveform 1	6	56300.412461002	56340.291851356	0.000	308.400	39.8794			15	500.4125	79296_Brunswick03_002K_M06_UTCm5_20161217_153000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_153000.aif	2016/12/17	15:38:20.4125	song
215	Spectrogram 1	6	56300.412461002	56340.291851356	0.000	308.400	39.8794	7.812	3.906	15	500.4125	79296_Brunswick03_002K_M06_UTCm5_20161217_153000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_153000.aif	2016/12/17	15:38:20.4125	song
216	Waveform 1	6	57048.883958742	57120.504088357	0.000	396.500	71.6201			15	348.8840	79296_Brunswick03_002K_M06_UTCm5_20161217_154500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_154500.aif	2016/12/17	15:50:48.8840	sd
216	Spectrogram 1	6	57048.883958742	57120.504088357	0.000	396.500	71.6201	3.906	3.906	15	348.8840	79296_Brunswick03_002K_M06_UTCm5_20161217_154500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_154500.aif	2016/12/17	15:50:48.8840	sd
217	Waveform 1	6	57339.149399962	57416.873517898	0.000	237.900	77.7241			15	639.1495	79296_Brunswick03_002K_M06_UTCm5_20161217_154500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_154500.aif	2016/12/17	15:55:39.1494	c
217	Spectrogram 1	6	57339.149399962	57416.873517898	0.000	237.900	77.7241	7.812	3.906	15	639.1495	79296_Brunswick03_002K_M06_UTCm5_20161217_154500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_154500.aif	2016/12/17	15:55:39.1494	c
218	Waveform 1	6	57451.666251319	57514.130398455	0.000	352.400	62.4641			15	751.6665	79296_Brunswick03_002K_M06_UTCm5_20161217_154500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_154500.aif	2016/12/17	15:57:31.6663	su
218	Spectrogram 1	6	57451.666251319	57514.130398455	0.000	352.400	62.4641	3.906	7.812	15	751.6665	79296_Brunswick03_002K_M06_UTCm5_20161217_154500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_154500.aif	2016/12/17	15:57:31.6663	su
219	Waveform 1	6	59114.149860023	59159.319373587	0.000	290.700	45.1695			16	614.1500	79296_Brunswick03_002K_M06_UTCm5_20161217_161500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_161500.aif	2016/12/17	16:25:14.1499	c
219	Spectrogram 1	6	59114.149860023	59159.319373587	0.000	290.700	45.1695	7.812	3.906	16	614.1500	79296_Brunswick03_002K_M06_UTCm5_20161217_161500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_161500.aif	2016/12/17	16:25:14.1499	c
220	Waveform 1	6	59429.645119631	59495.975126036	0.000	436.100	66.3300			16	29.6450	79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	2016/12/17	16:30:29.6451	c
220	Spectrogram 1	6	59429.645119631	59495.975126036	0.000	436.100	66.3300	0.000	0.000	16	29.6450	79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	2016/12/17	16:30:29.6451	c
221	Waveform 1	6	59699.970865674	59799.262409005	0.000	202.600	99.2915			16	299.9710	79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	2016/12/17	16:34:59.9709	sd
221	Spectrogram 1	6	59699.970865674	59799.262409005	0.000	202.600	99.2915	3.906	0.000	16	299.9710	79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	2016/12/17	16:34:59.9709	sd
222	Waveform 1	6	60124.320583647	60162.165311228	70.500	207.000	37.8447			16	724.3205	79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	2016/12/17	16:42:04.3206	c
222	Spectrogram 1	6	60124.320583647	60162.165311228	70.500	207.000	37.8447	171.875	117.188	16	724.3205	79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	2016/12/17	16:42:04.3206	c
223	Waveform 1	6	60204.282830633	60223.815593255	0.000	145.400	19.5328			16	804.2830	79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_163000.aif	2016/12/17	16:43:24.2828	song
